sentence#,words,pos,ner
360,खेलाडी,NN,O
360,हरूले,NN,O
360,सांस्कृतिक,JX,O
360,नृत्य,NN,O
360,तथा,CC,O
360,तेक्वान्दो,NN,O
360,को,IKM,O
360,विशेष,JX,O
360,प्रदर्शन,NN,O
360,प्रस्तुत,JX,O
360,गरे,VE,O
360,का,IKO,O
360,थिए,VVYX2,O
360,भने,TT,O
360,ग्रान्ड,NN,O
360,मास्टर,NN,O
360,द्वारा,II,O
360,हाप्किडो,NN,O
360,को,IKM,O
360,विशेष,JX,O
360,कला,NN,B-PER
360,प्रदर्शन,NN,O
360,गरिए,VE,O
360,को,IKM,O
360,थियो,VVYN1,O
360,।,YF,O
361,समिति,NN,B-ORG
361,को,IKM,O
361,उपाध्यक्ष,NN,O
361,मा,II,O
361,महमद,NN,B-PER
361,स्माइल,NN,I-PER
361,सचिव,NN,O
361,मा,II,O
361,रामप्रसाद,NN,B-PER
361,निरौला,NN,I-PER
361,कोषाध्यक्ष,NN,O
361,मा,II,O
361,महिचन्द्र,NN,B-PER
361,शाह,NP,I-PER
361,तथा,CC,O
361,सदस्य,NN,O
361,हरू,IH,O
361,मा,II,O
361,रमेश,NP,B-PER
361,सुवेदी,NP,I-PER
361,धनराज,NN,I-PER
361,भट्टराई,NP,I-PER
361,गोपाल,NP,I-PER
361,पोखरेल,NP,I-PER
361,राजेन्द्र,NP,I-PER
361,के.,FB,I-PER
361,सी.,FB,I-PER
361,रमेश,NP,I-PER
361,दाहाल,NP,I-PER
361,सुरेश,NP,I-PER
361,शाह,NP,I-PER
361,चक्रबहादुर,NP,I-PER
361,क्षेत्री,NP,I-PER
361,निर,NN,I-PER
361,मय,NN,O
361,नारायण,NP,B-PER
361,मल्लिक,NP,I-PER
361,र,CC,O
361,नारायण,NP,B-PER
361,पोखरेल,NP,I-PER
361,रहनु,VI,O
361,भए,VE,O
361,को,IKM,O
361,छ,VVYN1,O
361,।,YF,O
362,एमाओवादी,NN,B-ORG
362,को,IKM,O
362,कर्तुत,NN,O
362,ढाकछोप,NN,O
362,गर्न,VI,O
362,नेपाल,NP,B-ORG
362,प्रहरी,NN,O
362,प्रमुख,JX,O
362,कुवेरसिह,NN,O
362,राना,NP,O
362,खुलेआम,JX,O
362,लागि,II,O
362,परे,VE,O
362,को,IKM,O
362,नेता,NN,O
362,नेपाल,NP,O
362,ले,IE,O
362,आरोप,NN,O
362,लगाए,VE,O
362,।,YF,O
363,मधेस,NN,B-LOC
363,आन्दोलन,NN,O
363,को,IKM,O
363,सेरोफेरो,NN,O
363,मा,II,O
363,आफ्नो,PRFKM,O
363,मुख्य,JX,O
363,सहयात्री,NN,O
363,जेपी,NN,B-PER
363,गुप्ता,NP,I-PER
363,सगको,NN,O
363,मतभिन्नता,NN,O
363,ले,IE,O
363,जेपी,NN,B-PER
363,पार्टी,NN,O
363,बाट,II,O
363,नै,TT,O
363,अलग्गिए,NN,O
363,।,YF,O
364,केसी,NP,B-PER
364,को,IKM,O
364,टोली,NN,O
364,ले,IE,O
364,कलेज,NN,O
364,ले,IE,O
364,कक्षा,NN,O
364,सञ्चालन,NN,O
364,गर्न,VI,O
364,सक्ने,VN,O
364,प्रतिवेदन,NN,O
364,दिए,VE,O
364,पछि,II,O
364,परिषद्,NN,O
364,ले,IE,O
364,उक्त,DDX,O
364,कलेज,NN,O
364,लाई,IA,O
364,सम्बन्धन,NN,O
364,दिए,VE,O
364,को,IKM,O
364,थियो,VVYN1,O
364,।,YF,O
365,संस्था,NN,O
365,बाट,II,O
365,उन,DDX,O
365,ले,IE,O
365,सक्दो,RR,O
365,उपचार,NN,O
365,गरे,VE,O
365,नसकेका,NN,O
365,लाई,IA,O
365,काठमाडौ,NP,B-LOC
365,ल्याएर,VQ,O
365,उपचार,NN,O
365,गराए,VE,O
365,।,YF,O
366,राजविराज,NP,B-LOC
366,वैशाख,NN,O
366,गते,NN,O
366,।,YF,O
367,यसरी,RD,O
367,एउटै,MM,O
367,सरकार,NN,O
367,का,IKO,O
367,दुई,MM,O
367,मन्त्रालय,NN,O
367,का,IKO,O
367,भिन्दाभिन्दै,JX,O
367,निर्णय,NN,O
367,ले,IE,O
367,नेपाली,JX,O
367,खेलकुद,NN,O
367,मा,II,O
367,भइरहे,VE,O
367,को,IKM,O
367,राजनीतिक,JX,O
367,दाउपेच,NN,O
367,छताछुल्ल,JX,O
367,भएको,NN,O
367,छ,VVYN1,O
367,।,YF,O
368,गोर्वाचौभ,NN,B-PER
368,को,IKM,O
368,ग्लासनोश्त,NN,O
368,र,CC,O
368,पेरेश्त्रोई,NN,O
368,का,IKO,O
368,को,IKM,O
368,माध्यम,NN,O
368,ले,IE,O
368,नै,TT,O
368,पूर्वी,JX,B-LOC
368,युरोप,NP,I-LOC
368,मा,II,O
368,साम्यबाद,NN,O
368,को,IKM,O
368,किला,NN,O
368,तोडियो,NN,O
368,भने,TT,O
368,सोवियत,NN,B-LOC
368,रुस,NP,I-LOC
368,भित्र,II,O
368,लेनिन,NP,B-PER
368,श्टालिन,NN,I-PER
368,ब्रेजनेभ,NN,I-PER
368,का,IKO,O
368,शालिक,NN,O
368,भत्काइए,NN,O
368,लेनिनग्राद,NN,O
368,पिटर्सबर्ग,NN,O
368,मा,II,O
368,परिणित,NN,O
368,भयो,VVYN1,O
368,र,CC,O
368,अहि,NN,O
368,ले,IE,O
368,सोवियत,NN,O
368,साम्यवाद,NN,O
368,का,IKO,O
368,अन्तिम,JX,O
368,अबशेष,NN,O
368,रहे,VE,O
368,का,IKO,O
368,कट्टरपन्थी,NN,O
368,हरु,IH,O
368,को,IKM,O
368,पतन,JX,O
368,भए,VE,O
368,को,IKM,O
368,छ,VVYN1,O
368,र,CC,O
368,सोवियत,NN,B-LOC
368,रुस,NP,I-LOC
368,मा,II,O
368,प्रजातन्त्र,NN,O
368,माथि,II,O
368,गोर्वाचोभ,NN,B-PER
368,को,IKM,O
368,बिजयी,NN,O
368,आधार,NN,O
368,शीला,NP,O
368,क्रमशः,RR,O
368,अगाडी,II,O
368,बढि,JX,O
368,रहेछ,VVYN1,O
368,।,YF,O
369,माओवादी,NN,B-ORG
369,भित्रको,NN,O
369,अन्तरद्वन्द्व,NN,O
369,अब,RD,O
369,विपक्षी,NN,O
369,हरूका,NN,O
369,गतिविधि,NN,O
369,लाई,IA,O
369,केन्द्र,NN,O
369,बनाएर,VQ,O
369,अघि,RR,O
369,बढ्ने,VN,O
369,सम्भावना,NN,O
369,छ,VVYN1,O
369,निश्चित,JX,O
369,रूपमा,NN,O
369,यस्तो,DDM,O
369,पनि,TT,O
369,सम्भव,JX,O
369,छ,VVYN1,O
369,।,YF,O
370,कहि,NN,O
370,ले,IE,O
370,दृश्य,NN,O
370,र,CC,O
370,अक्सर,NN,O
370,अदृश्य,NN,O
370,रूपमा,NN,O
370,आइरहे,VE,O
370,को,IKM,O
370,परविर्तन,NN,O
370,को,IKM,O
370,प्रवाह,NN,O
370,भावी,JX,O
370,नेपाल,NP,B-LOC
370,को,IKM,O
370,जीवन,NN,O
370,मा,II,O
370,दूरगामी,JX,O
370,महत्त्व,NN,O
370,राख्ने,VN,O
370,खाल,NN,O
370,का,IKO,O
370,छन्,VVYX2,O
370,।,YF,O
371,श्री,NN,O
371,कोइराला,NP,B-PER
371,ले,IE,O
371,भन्नु,VI,O
371,भयो,VVYN1,O
371,सूर्यं,NN,B-PER
371,बहादुर,NP,I-PER
371,थापा,NP,I-PER
371,को,IKM,O
371,अनुहार,NN,O
371,हेर्नोस,NN,O
371,जुन,DJX,O
371,अनुहार,NN,O
371,मा,II,O
371,अन्याय,NN,O
371,अत्याचार,NN,O
371,हत्या,NN,O
371,भ्रष्टाचार,NN,O
371,घुस,NN,O
371,खोरी,NN,O
371,बाहेक,II,O
371,वर्षे,JX,O
371,पञ्चायती,JX,O
371,काल,NN,O
371,मा,II,O
371,अरु,DGX,O
371,केही,MM,O
371,देखिंदैन,VVYN1,O
371,।,YF,O
372,यस,DDX,O
372,का,IKO,O
372,लागि,II,O
372,प्रचण्ड,NN,B-PER
372,को,IKM,O
372,प्राथमिक,JX,O
372,छनोट,JX,O
372,के,DKX,O
372,हुन्छ,VVYN1,O
372,गठबन्धन,NN,O
372,टिकाउन,NN,O
372,का,IKO,O
372,लागि,II,O
372,हदै,NN,O
372,सम्मको,NN,O
372,लचकता,NN,O
372,अपनाउने,JX,O
372,कि,CC,O
372,पार्टीत्र,NN,O
372,को,IKM,O
372,विरोधी,NN,O
372,पक्ष,NN,O
372,लाई,IA,O
372,मिलाउने,VN,O
372,अहिलेसम्म,NN,O
372,का,IKO,O
372,घटना,NN,O
372,हरूले,NN,O
372,भन्छन्,VVYX2,O
372,कि,CC,O
372,उन,DDX,O
372,को,IKM,O
372,प्रँथमिक,NN,O
372,छनोट,JX,O
372,भित्र,II,O
372,पहिलो,MOM,O
372,विषय,NN,O
372,पर्नेछ,VVYN1,O
372,।,YF,O
373,र,CC,O
373,नेकपा,NN,B-ORG
373,माओवादी,NN,I-ORG
373,का,IKO,O
373,निम्ति,II,O
373,मधेस,NN,O
373,आन्दोलन,NN,O
373,पूर्व,NN,O
373,लहान,NP,B-LOC
373,मा,II,O
373,भएको,NN,O
373,हत्या,NN,O
373,जति,DJX,O
373,महगो,NN,O
373,सावित,JX,O
373,भएको,NN,O
373,थियो,VVYN1,O
373,श्रेष्ठ,JX,B-PER
373,को,IKM,O
373,हत्या,NN,O
373,प्रकरण,NN,O
373,ले,IE,O
373,पनि,TT,O
373,संविधानसभा,NN,O
373,पछिको,NN,O
373,माओवादी,NN,B-ORG
373,पक्षीय,JX,O
373,वातावरण,NN,O
373,लाई,IA,O
373,पूरै,RR,O
373,ओझेल,NN,O
373,मा,II,O
373,पारिदिए,VE,O
373,को,IKM,O
373,छ,VVYN1,O
373,।,YF,O
374,दाता,NN,O
374,भारत,NP,B-LOC
374,स्वयं,PRF,O
374,को,IKM,O
374,उत्पादन,NN,O
374,घट्नेछ,NN,O
374,।,YF,O
375,झापा,NP,B-LOC
375,जिल्ला,NN,O
375,मै,PMX,O
375,आदि,RR,O
375,वासी,NN,O
375,समुदाय,NN,O
375,र,CC,O
375,विशेषतः,RR,O
375,राजवंशी,NN,B-PER
375,जाति,NN,O
375,विशेष,JX,O
375,को,IKM,O
375,गौरव,NN,O
375,मानिनु,NN,O
375,हुने,VN,O
375,राप्रपा,NN,B-ORG
375,चन्द,NP,I-ORG
375,का,IKO,O
375,उम्मेद्वार,NN,O
375,गोपाल,NP,B-PER
375,चन्द्र,NP,I-PER
375,सिंह,NP,I-PER
375,राजवंशी,NN,I-PER
375,पनि,TT,O
375,यस,DDX,O
375,क्षेत्र,NN,O
375,का,IKO,O
375,चर्चित,JX,O
375,उम्मेद्वार,NN,O
375,का,IKO,O
375,रूप,NN,O
375,मा,II,O
375,नै,TT,O
375,रहनु,VI,O
375,भए,VE,O
375,को,IKM,O
375,छ,VVYN1,O
375,।,YF,O
376,नेपाल,NP,B-LOC
376,को,IKM,O
376,प्रतिव्यक्ति,JX,O
376,राष्ट्रिय,JX,O
376,आय,NN,O
376,न्यून,JX,O
376,।,YF,O
377,साथै,CC,O
377,मा,II,O
377,मस्,NN,B-LOC
377,को,IKM,O
377,मा,II,O
377,भिक्टोरिया,NN,B-PER
377,एजारेन्,NN,I-PER
377,का,IKO,O
377,सँगको,NN,O
377,हार,NN,O
377,पछि,II,O
377,उन,DDX,O
377,ले,IE,O
377,कुनै,DKX,O
377,पनि,TT,O
377,प्रतियोगिता,NN,O
377,मा,II,O
377,पहिलो,MOM,O
377,खेल,NN,O
377,मै,PMX,O
377,हार,NN,O
377,को,IKM,O
377,सामना,NN,O
377,पनि,TT,O
377,गर्नुपरे,VE,O
377,को,IKM,O
377,छैन,VVYN1,O
377,।,YF,O
378,जिल्ला,NN,B-ORG
378,प्रहरी,NN,O
378,कार्यालय,NN,B-ORG
378,मा,II,O
378,ज्यान,NN,O
378,मार्ने,VN,O
378,उद्योग,NN,O
378,को,IKM,O
378,मुद्दा,NN,O
378,दर्ता,NN,O
378,इश्वर,NN,B-PER
378,मोक्तान,NP,I-PER
378,का,IKO,O
378,बुबा,NN,O
378,चक्र,NP,B-PER
378,मोक्तान,NP,I-PER
378,ले,IE,O
378,गरे,VE,O
378,का,IKO,O
378,छन्,VVYX2,O
378,।,YF,O
379,फोरम,NN,B-ORG
379,र,CC,O
379,एमाले,NN,B-ORG
379,ले,IE,O
379,काङ्ग्रेस,NN,B-ORG
379,सगको,NN,O
379,गठबन्धन,NN,O
379,कुनै,DKX,O
379,पनि,TT,O
379,हालत,NN,O
379,मा,II,O
379,नटुट्ने,NN,O
379,बरु,CC,O
379,त्यस,DDX,O
379,मा,II,O
379,माओवादी,NN,B-ORG
379,लाई,IA,O
379,थपुवा,NN,O
379,गरेर,VQ,O
379,विस्तार,NN,O
379,गर्न,VI,O
379,सकिने,VN,O
379,विश्वास,NN,O
379,र्सार्वजनिक,NN,O
379,रूप,NN,O
379,मै,PMX,O
379,दिलाए,VVYX2,O
379,का,IKO,O
379,थिए,VVYX2,O
379,।,YF,O
380,कराँते,NN,O
380,नेपाल,NP,B-LOC
380,च्याम्पियन,NN,O
380,अन्तर्राष्ट्रिय,JX,O
380,आमन्त्रण,NN,O
380,कराँते,NN,O
380,खेल,NN,O
380,मा,II,O
380,नेपाल,NP,B-LOC
380,को,IKM,O
380,कीर्तिमान,NN,O
380,उपेन्द्र,NP,B-PER
380,पोखरेल,NP,I-PER
380,गुवाहाटी,NN,B-LOC
380,भारत,NP,I-LOC
380,नेपाल,NP,I-LOC
380,ले,IE,O
380,भारत,NP,B-LOC
380,को,IKM,O
380,गुवाहाटी,NN,B-LOC
380,मा,II,O
380,असार,NN,O
380,र,CC,O
380,गते,NN,O
380,सम्पन्न,JX,O
380,अन्तर्राष्ट्रिय,JX,O
380,आमन्त्रण,NN,O
380,कराँतेडो,NN,O
380,च्याम्पियनसिप,NN,O
380,को,IKM,O
380,उपाधि,NN,O
380,हात,NN,O
380,पारे,VE,O
380,को,IKM,O
380,छ,VVYN1,O
380,।,YF,O
381,महानगरीय,NN,B-ORG
381,प्रहरी,NN,O
381,आयुक्त,NN,O
381,को,IKM,O
381,कार्यालय,NN,O
381,का,IKO,O
381,डिआइ,NN,O
381,जी,NN,O
381,कल्याण,NN,B-PER
381,तिमिल्सिना,NN,I-PER
381,का,IKO,O
381,अनुसार,II,O
381,एक,MM,O
381,साता,NN,O
381,को,IKM,O
381,बीचमा,NN,O
381,भारत,NP,B-LOC
381,को,IKM,O
381,मध्यप्रदेश,NN,B-LOC
381,नि,TT,O
381,वासी,NN,O
381,पप्पु,NN,B-PER
381,सिंह,NP,I-PER
381,को,IKM,O
381,समूह,NN,O
381,भारत,NP,B-LOC
381,को,IKM,O
381,आगरा,NN,B-LOC
381,नि,TT,O
381,वासी,NN,O
381,नूर,NN,B-PER
381,खान,VI,I-PER
381,को,IKM,O
381,समूह,NN,O
381,ललितपुर,NP,B-LOC
381,नि,TT,O
381,वासी,NN,O
381,मनु,NN,B-PER
381,थापा,NP,I-PER
381,को,IKM,O
381,समूह,NN,O
381,शारदानगर,NN,B-LOC
381,चितवन,NP,I-LOC
381,नि,TT,O
381,वासी,NN,O
381,सुरेश,NP,B-PER
381,सिग्देल,NN,I-PER
381,को,IKM,O
381,समूह,NN,O
381,जनकपुर,NP,B-LOC
381,नि,TT,O
381,वासी,NN,O
381,नवीन,JX,B-PER
381,गिरी,NP,I-PER
381,को,IKM,O
381,समूह,NN,O
381,भारतीय,JX,O
381,नागरिक,NN,O
381,विक्रम,NN,B-PER
381,सिंह,NP,I-PER
381,को,IKM,O
381,समूह,NN,O
381,र,CC,O
381,अफरोज,NN,B-PER
381,समूह,NN,O
381,का,IKO,O
381,सदस्य,NN,O
381,हरूलाई,NN,O
381,पक्राउ,NN,O
381,गरे,VE,O
381,को,IKM,O
381,छ,VVYN1,O
381,।,YF,O
382,उपमहासचिव,NN,O
382,पद,NN,O
382,को,IKM,O
382,सिर्जना,NN,O
382,र,CC,O
382,खारे,NN,O
382,जीले,NN,O
382,महाकाली,NP,B-LOC
382,सन्धि,NN,O
382,को,IKM,O
382,बखेडा,NN,O
382,निम्त्यायो,NN,O
382,।,YF,O
383,कडा,JX,O
383,कदम,NN,O
383,चालेर,NN,O
383,भए,VE,O
383,पनि,TT,O
383,नयाँ,JX,O
383,सरकार,NN,O
383,बनाउन,VI,O
383,राष्ट्रपति,NN,O
383,लाई,IA,O
383,सार्वजनिक,JX,O
383,आह्वान,NN,O
383,गरेलगत्तै,NN,O
383,कोइराला,NP,B-PER
383,र,CC,O
383,महत,NP,B-PER
383,राष्ट्रपति,NN,B-ORG
383,कार्यालय,NN,I-ORG
383,बोलाइए,NN,O
383,का,IKO,O
383,थिए,VVYX2,O
383,।,YF,O
384,साविक,NN,O
384,को,IKM,O
384,सुर्य,NN,O
384,उतिबेलै,NN,O
384,नया,NN,O
384,नेपाल,NP,B-LOC
384,देख्ना,RR,O
384,साथ,NN,O
384,अध्यारो,NN,O
384,मुख,NN,O
384,लगाएर,VQ,O
384,टाप,NN,O
384,ठोकिसक्या,NN,O
384,थियो,VVYN1,O
384,।,YF,O
385,योजना,NN,O
385,आयोग,NN,O
385,भन्ला,NN,O
385,सरकार,NN,O
385,बदलियो,JX,O
385,भने,TT,O
385,हामी,PMX,O
385,हुने,VN,O
385,होइन,VVYN1,O
385,त्यसवेला,RR,O
385,सुरक्षा,NN,O
385,निकाय,NN,O
385,भन्लान्,NN,O
385,अहिले,RD,O
385,कै,IKX,O
385,टेन्सन,NN,O
385,काफी,JX,O
385,छ,VVYN1,O
385,भोलि,NN,O
385,आउने,VN,O
385,सरकार,NN,O
385,को,IKM,O
385,टेन्सन,NN,O
385,अहिलै,NN,O
385,किन,RK,O
385,तसर्थ,RR,O
385,त्यसवेला,RR,O
385,नि,TT,O
385,यसरी,RD,O
385,नै,TT,O
385,जाजरकोट,NN,B-LOC
385,जस्तै,DJX,O
385,नेपाल,NP,B-LOC
385,नै,TT,O
385,पखालिनेछ,NN,O
385,तर,CC,O
385,सिंहदरबार,NN,B-LOC
385,तथा,CC,O
385,शीतल,NN,B-LOC
385,निवास,NN,I-LOC
385,हरू,IH,O
385,सचिव,NN,O
385,मुख्यसचिव,NN,O
385,योजना,NN,B-ORG
385,आयोग,NN,I-ORG
385,अन्य,DGX,O
385,आयोग,NN,O
385,संस्थान,NN,O
385,तथा,CC,O
385,राजदूत,NN,O
385,मा,II,O
385,म,PMX,O
385,लाई,IA,O
385,र,CC,O
385,तँलाई,NN,O
385,मै,PMX,O
385,भागबन्डा,NN,O
385,जयनेपाल,NN,O
385,त्यसवेला,RR,O
385,पनि,TT,O
385,अहिले,RD,O
385,जस्तै,DJX,O
385,।,YF,O
386,यिन,NN,O
386,ले,IE,O
386,आफ्नो,PRFKM,O
386,हात,NN,O
386,मा,II,O
386,असीम,NN,O
386,शक्ति,NN,O
386,हुँदा,VDO,O
386,नायव,NN,O
386,महारानी,NN,O
386,ले,IE,O
386,नजरबन्द,NN,O
386,मा,II,O
386,राखे,VE,O
386,का,IKO,O
386,दर्जनौं,NN,O
386,विरोधी,NN,O
386,लाई,IA,O
386,मार्ने,VN,O
386,आदेश,NN,O
386,दिँदा,NN,O
386,पनि,TT,O
386,ती,DDX,O
386,सबै,JX,O
386,लाई,IA,O
386,सखाप,JX,O
386,पारेर,VQ,O
386,भीमसेन,NN,B-PER
386,थापा,NP,I-PER
386,जङ्गबहादुर,NN,I-PER
386,जस्तो,II,O
386,सर्वेसर्वा,JX,O
386,भएर,VQ,O
386,एकछत्र,NN,O
386,राज्य,NN,O
386,गर्न,VI,O
386,सक्थे,NN,O
386,तर,CC,O
386,उन,DDX,O
386,ले,IE,O
386,त्यस्तो,DDM,O
386,क्रूर,JX,O
386,कर्म,NN,O
386,गरेनन्,VVYX2,O
386,आफ्ना,PRFKO,O
386,मान्छे,NN,O
386,पछि,II,O
386,काम,NN,O
386,लाग्छन्,VVYX2,O
386,भनेर,VQ,O
386,थुना,NN,O
386,मा,II,O
386,राखिदिए,VE,O
386,।,YF,O
387,आर्थिक,JX,O
387,सामाजिक,JX,O
387,रूपान्तरण,NN,O
387,को,IKM,O
387,अर्,JX,O
387,को,IKM,O
387,अध्याय,NN,O
387,ले,IE,O
387,नया,NN,O
387,नेपाल,NP,B-LOC
387,को,IKM,O
387,सपना,NN,O
387,बोके,VE,O
387,को,IKM,O
387,छ,VVYN1,O
387,।,YF,O
388,पिठ्युँम,NN,O
388,झोला,NN,O
388,बो,NN,O
388,की,IKF,O
388,छोराछोरी,NN,O
388,काखी,NN,O
388,च्यापेर,NN,O
388,स्कुल,NN,O
388,तिर,II,O
388,लस्किनु,NN,O
388,वर्षीय,JX,O
388,सुमित्रा,NN,B-PER
388,को,IKM,O
388,दिनचर्या,NN,O
388,बने,VE,O
388,को,IKM,O
388,छ,VVYN1,O
388,अचेल,NN,O
388,।,YF,O
389,उन,DDX,O
389,ले,IE,O
389,एमाले,NN,B-ORG
389,कांग्रेस,NN,I-ORG
389,को,IKM,O
389,आन्दोलन,NN,O
389,सत्ता,NN,O
389,प्राप्ति,NN,O
389,का,IKO,O
389,लागि,II,O
389,पनि,TT,O
389,न,CC,O
389,भएको,NN,O
389,बताए,VE,O
389,।,YF,O
390,लगातार,RR,O
390,अगाडी,II,O
390,बढदै,NN,O
390,गैरहे,VE,O
390,को,IKM,O
390,महङ्गि,NN,O
390,अब,RD,O
390,हरेक,JX,O
390,जनता,NN,B-PER
390,को,IKM,O
390,लागि,II,O
390,सब,JX,O
390,भन्दा,II,O
390,ठूलो,JM,O
390,आहत,JX,O
390,को,IKM,O
390,बिषय,NN,O
390,बने,VE,O
390,को,IKM,O
390,छ,VVYN1,O
390,।,YF,O
391,एका,MM,O
391,तिर,II,O
391,कर्मचारीतन्त्र,NN,O
391,को,IKM,O
391,पुरानो,JM,O
391,जालो,NN,O
391,काय,NN,O
391,मै,PMX,O
391,छ,VVYN1,O
391,भने,TT,O
391,अर्,JX,O
391,को,IKM,O
391,तिर,II,O
391,कर्मचारी,NN,O
391,हरू,IH,O
391,बीच,NN,O
391,फूट,NN,O
391,वैमनस्य,NN,O
391,ल्याउने,VN,O
391,कर्मचारी,NN,O
391,हरू,IH,O
391,को,IKM,O
391,संगठन,NN,O
391,तोड्ने,NN,O
391,र,CC,O
391,एक,MM,O
391,थरी,NN,O
391,कर्मचारी,NN,O
391,हरू,IH,O
391,लाई,IA,O
391,दुश्मन,NN,O
391,झैं,II,O
391,व्यवहार,NN,O
391,गर्ने,VN,O
391,शैली,NN,O
391,को,IKM,O
391,अनुशरण,NN,O
391,गरेर,VQ,O
391,गिरिजा,NP,B-PER
391,मन्त्रिपरिषद,NN,B-ORG
391,ले,IE,O
391,शाही,NN,O
391,सम्बोधन,NN,O
391,मा,II,O
391,उल्लेखित,JX,O
391,नीति,NN,O
391,तथा,CC,O
391,कार्यक्रम,NN,O
391,लाई,IA,O
391,कार्यान्वयन,NN,O
391,गराउने,VN,O
391,यन्त्र,NN,O
391,लाई,IA,O
391,रुष्ट,JX,O
391,गराए,VE,O
391,को,IKM,O
391,छ,VVYN1,O
391,।,YF,O
392,पत्रकार,NN,O
392,थापा,NP,B-PER
392,को,IKM,O
392,हत्या,NN,O
392,आरोप,NN,O
392,मा,II,O
392,पक्राउ,NN,O
392,परे,VE,O
392,का,IKO,O
392,प्रतिवादी,NN,O
392,हरुका,NN,O
392,तर्फ,II,O
392,बाट,II,O
392,दुई,MM,O
392,वकिल,NN,O
392,ले,IE,O
392,विहीबार,NN,O
392,बहस,NN,O
392,गरे,VE,O
392,का,IKO,O
392,छन्,VVYX2,O
392,।,YF,O
393,दृष्टिकोण,NN,O
393,उट,NN,O
393,को,IKM,O
393,स्व,NN,O
393,रूपमा,NN,O
393,साझा,JX,O
393,प्रतिबद्धता,NN,O
393,मुमारम,NN,B-PER
393,खनाल,NP,I-PER
393,तीन,MM,O
393,विपरीत,JX,O
393,दिशा,NN,O
393,मा,II,O
393,मुख,NN,O
393,फर्काएर,NN,O
393,नेकपा,NN,B-ORG
393,माओवादी,NN,I-ORG
393,",",YM,O
393,नेकपा,NN,B-ORG
393,एमाले,NN,I-ORG
393,र,CC,O
393,मधेसी,NN,B-ORG
393,जनअधिकार,JX,I-ORG
393,फोरम,NN,I-ORG
393,ले,IE,O
393,अग्रगमन,NN,O
393,मा,II,O
393,गएर,VQ,O
393,घरजम,NN,O
393,गर्ने,VN,O
393,वाचा,NN,O
393,गरे,VE,O
393,का,IKO,O
393,छन्,VVYX2,O
393,।,YF,O
394,श्रीमती,NN,O
394,माधवी,NN,B-PER
394,पौडेल,NP,I-PER
394,को,IKM,O
394,सभापतित्व,NN,O
394,मा,II,O
394,भए,VE,O
394,को,IKM,O
394,सो,DDX,O
394,सभा,NN,O
394,मा,II,O
394,दुर्गा,NN,B-PER
394,शर्,NN,I-PER
394,मा,II,O
394,शान्ता,NP,B-PER
394,गौतम,NP,I-PER
394,र,CC,O
394,विद्यार्थी,NN,O
394,हरू,IH,O
394,गीता,NN,B-PER
394,पराजुली,NP,I-PER
394,राधि,NN,I-PER
394,का,IKO,I-PER
394,खनाल,NP,I-PER
394,ले,IE,O
394,न्यायोचित,JX,O
394,माग,NN,O
394,राखी,VQ,O
394,आन्दोलन,NN,O
394,मा,II,O
394,उत्रे,VE,O
394,का,IKO,O
394,कर्मचारी,NN,O
394,हरु,IH,O
394,माथि,II,O
394,दमन,NN,O
394,गरिए,VE,O
394,को,IKM,O
394,मा,II,O
394,घोर,JX,O
394,निन्दा,NN,O
394,गर्नु,VI,O
394,भए,VE,O
394,को,IKM,O
394,थियो,VVYN1,O
394,।,YF,O
395,पेसट,NN,B-ORG
395,ले,IE,O
395,प्रतिशत,NN,O
395,ले,IE,O
395,इटालियन,NN,O
395,कम्पनी,NN,O
395,फियट,NN,B-ORG
395,ले,IE,O
395,प्रतिशत,NN,O
395,ले,IE,O
395,आफ्नो,PRFKM,O
395,मूल्य,NN,O
395,गुमायो,NN,O
395,भने,TT,O
395,युरोप,NP,B-LOC
395,को,IKM,O
395,एरोस्पेस,NN,B-ORG
395,र्फम,NN,O
395,ले,IE,O
395,छ,VVYN1,O
395,प्रतिशत,NN,O
395,ले,IE,O
395,आफ्नो,PRFKM,O
395,मूल्य,NN,O
395,गुमायो,NN,O
395,।,YF,O
396,बास्केटबल,NN,O
396,कोर्ट,NN,O
396,स्कुल,NN,O
396,कलेज,NN,O
396,का,IKO,O
396,लागि,II,O
396,अनिवार्य,JX,O
396,जस्तै,DJX,O
396,भए,VE,O
396,का,IKO,O
396,छन्,VVYX2,O
396,प्रसादी,NN,B-ORG
396,एकेडेमी,NN,I-ORG
396,का,IKO,O
396,प्रमुख,JX,O
396,विक्रम,NN,B-PER
396,र्राई,NN,I-PER
396,भन्छन्,VVYX2,O
396,।,YF,O
397,अविरल,NN,O
397,वर्षा,NN,O
397,का,IKO,O
397,कारण,NN,O
397,कपिलवस्तु,NP,B-LOC
397,मा,II,O
397,करिब,RR,O
397,दुई,MM,O
397,हजार,MM,O
397,भन्दा,II,O
397,बढी,JX,O
397,विस्थापित,JX,O
397,भएको,NN,O
397,जिल्ला,NN,O
397,दैवीप्रकोप,NN,O
397,उद्धार,NN,O
397,समिति,NN,O
397,ले,IE,O
397,जनाए,VE,O
397,को,IKM,O
397,छ,VVYN1,O
397,।,YF,O
398,नवराज,NP,B-PER
398,को,IKM,O
398,एक्लो,JM,O
398,प्रयत्न,NN,O
398,ले,IE,O
398,मदानपुर,NN,B-LOC
398,दाङमै,NN,I-LOC
398,को,IKM,O
398,दुइ,MM,O
398,सय,MM,O
398,घर,NN,O
